GHCND,LAT,LON,ELEV,ST,NAME
USR0000BRUN,39.6097,-110.2944,3109.0,UT ,BRUIN POINT - SUNNYSIDE 6NNE U
USR0000CAGD,35.1792,-120.3919,319.4,CA ,ARROYO GRANDE CALIFORNIA
USR0000CALT,37.3581,-122.1472,196.6,CA ,LOS ALTOS CALIFORNIA
USR0000CBGR,39.3975,-121.3861,244.8,CA ,BANGOR CALIFORNIA
USR0000CBIG,37.0203,-106.2006,2540.2,CO ,BIG HORN COLORADO
USR0000CBIR,38.0394,-122.57,457.2,CA ,BIG ROCK CALIFORNIA
USR0000CBLK,37.8617,-105.2842,2737.7,CO ,BLACK MOUNTAIN COLORADO
USR0000CBLT,38.5908,-120.9336,275.8,CA ,BEN BOLT CALIFORNIA
USR0000CBLU,37.7978,-106.7792,3139.4,CO ,BLUE PARK COLORADO
USR0000CBNL,37.1317,-122.17,801.6,CA ,BEN LOMOND CALIFORNIA
USR0000CBOO,38.9875,-123.3486,196.3,CA ,BOONVILLE CALIFORNIA
USR0000CBRF,41.295,-120.3133,1889.8,CA ,BEAR FLAT CALIFORNIA
USR0000CBRO,38.7383,-122.1447,107.9,CA ,BROOKS CALIFORNIA
USR0000CCAT,37.4681,-120.1106,365.8,CA ,CATHEYS VALLEY CALIFORNIA
USR0000CCCI,37.9478,-104.8692,1886.7,CO ,COLORADO CITY COLORADO
USR0000CCOC,39.64,-105.4647,2502.4,CO ,CORRAL CREEK COLORADO
USR0000CCOH,39.8717,-121.7689,528.2,CA ,COHASSET CALIFORNIA
USR0000CCOR,36.9911,-121.7978,137.2,CA ,CORRALITOS CALIFORNIA
USR0000CCRN,39.9389,-122.1697,89.6,CA ,CORNING CALIFORNIA
USR0000CCRR,40.0686,-121.5825,1466.7,CA ,CARPENTER RIDGE CALIFORNIA
USR0000CCUC,37.0969,-104.9214,2533.8,CO ,CUCHARA COLORADO
USR0000CDEA,40.0786,-107.3786,2731.0,CO ,DEAD HORSE COLORADO
USR0000CDEV,37.2269,-107.3047,2243.3,CO ,DEVIL MTN COLORADO
USR0000CDGR,41.53,-120.6714,1530.7,CA ,DEVILS GARDEN CALIFORNIA
USR0000CDIA,37.3292,-121.2939,563.9,CA ,DIABLO GRANDE CALIFORNIA
USR0000CDOW,39.6269,-106.4517,2742.6,CO ,DOWD JUNCTION COLORADO
USR0000CDRY,40.535,-106.7808,2535.9,CO ,DRY LAKE COLORADO
USR0000CEEC,40.1383,-123.8236,135.9,CA ,EEL RIVER CAMP CALIFORNIA
USR0000CELI,38.0631,-120.2469,1503.6,CA ,MOUNT ELIZABETH CALIFORNIA
USR0000CFAN,36.8839,-119.4658,280.4,CA ,FANCHER CREEK CALIFORNIA
USR0000CFOU,35.8922,-118.915,64.0,CA ,FOUNTAIN SPRINGS CALIFORNIA
USR0000CGHP,40.7817,-120.7844,1877.0,CA ,GRASSHOPPER CALIFORNIA
USR0000CGSP,37.8331,-120.5,310.9,CA ,GREEN SPRING CALIFORNIA
USR0000CHAS,36.3886,-121.5517,574.5,CA ,HASTINGS CALIFORNIA
USR0000CHAW,38.7817,-122.9169,609.6,CA ,HAWKEYE CALIFORNIA
USR0000CHER,36.3825,-120.8558,1137.8,CA ,HERNANDEZ CALIFORNIA
USR0000CHIG,37.3147,-119.0383,2256.4,CA ,HIGH SIERRA CALIFORNIA
USR0000CHUR,37.0153,-119.5678,366.1,CA ,HURLEY CALIFORNIA
USR0000CJAC,38.7533,-108.5797,2334.8,CO ,JACKS CANYON COLORADO
USR0000CKLA,42.9533,-121.5819,1381.0,OR ,KLAMATH NWR OREGON/CALIF.
USR0000CKON,38.9119,-122.7064,659.3,CA ,KONOCTI CALIFORNIA
USR0000CLAB,37.0547,-121.0531,106.7,CA ,LOS BANOS CALIFORNIA
USR0000CLAH,37.3053,-122.255,265.8,CA ,LA HONDA CALIFORNIA
USR0000CLAP,35.3811,-120.1875,496.8,CA ,LA PANZA CALIFORNIA
USR0000CLAY,39.7022,-123.485,554.7,CA ,LAYTONVILLE CALIFORNIA
USR0000CLEO,34.0456,-118.9358,15.2,CA ,LEO CARRILLO CALIFORNIA
USR0000CLKL,41.9992,-121.7003,1249.1,CA ,LOWER KLAMATH CALIFORNIA
USR0000CLOG,37.3517,-107.915,2514.6,CO ,LOGCHUTE COLORADO
USR0000CLST,35.6564,-120.9242,303.0,CA ,LAS TABLAS CALIFORNIA
USR0000CLTU,34.2936,-118.3608,423.7,CA ,LITTLE TUJUNGA CALIFORNIA
USR0000CLUJ,38.2544,-106.5678,3399.7,CO ,LUJAN COLORADO
USR0000CMCG,39.3528,-123.6011,180.7,CA ,MCGUIRES CALIFORNIA
USR0000CMES,37.055,-107.7069,2249.4,CO ,MESA MOUNTAIN COLORADO
USR0000CMET,37.4094,-119.7681,937.9,CA ,METCALF GAP CALIFORNIA
USR0000CMID,35.1231,-115.4114,1649.9,CA ,MID HILLS CALIFORNIA
USR0000CMIL,34.3903,-118.0825,1530.4,CA ,MILL CREEK (ANF) CALIFORNIA
USR0000CMIO,36.2314,-118.8689,586.1,CA ,MILO CALIFORNIA
USR0000CMOU,37.0544,-119.3711,1249.7,CA ,MOUNTAIN REST CALIFORNIA
USR0000CMSA,37.5042,-119.9869,680.0,CA ,MARIPOSA CALIFORNIA
USR0000CMTZ,38.3894,-120.6511,902.2,CA ,MOUNT ZION CALIFORNIA
USR0000COWV,37.39,-118.5506,1414.3,CA ,OWENS VALLEY CALIFORNIA
USR0000CPAR,35.8989,-120.4319,467.9,CA ,PARKFIELD CALIFORNIA
USR0000CPIL,38.8325,-121.0086,365.8,CA ,PILOT HILL CALIFORNIA
USR0000CPOR,40.0978,-106.6464,2712.7,CO ,PORCUPINE CREEK COLORADO
USR0000CPOT,32.6058,-116.6089,714.8,CA ,POTRERO CALIFORNIA
USR0000CPRD,36.7269,-120.7658,619.4,CA ,PANOCHE ROAD CALIFORNIA
USR0000CPUL,37.475,-122.2981,196.3,CA ,PULGAS CALIFORNIA
USR0000CQUA,41.5992,-122.9336,1287.8,CA ,QUARTZ HILL CALIFORNIA
USR0000CQUI,39.9733,-120.9419,1066.8,CA ,QUINCY RD CALIFORNIA
USR0000CRDS,40.5708,-105.2264,1853.8,CO ,REDSTONE COLORADO
USR0000CROD,39.6681,-123.3211,740.1,CA ,RODEO VALLEY
USR0000CSAC,39.4172,-122.1825,36.6,CA ,SACRAMENTO NWR CALIFORNIA
USR0000CSAN,38.1917,-108.2167,2417.1,CO ,SANBORN PARK COLORADO
USR0000CSEC,39.1836,-120.8847,861.4,CA ,SECRET TOWN CALIFORNIA
USR0000CSHA,37.135,-119.2561,1751.4,CA ,SHAVER CALIFORNIA
USR0000CSHQ,36.5672,-118.9556,1240.2,CA ,SHADEQUARTER CALIFORNIA
USR0000CSKU,39.5625,-107.42,2680.1,CO ,STORM KING MOUNTAIN COLORADO
USR0000CSLP,40.2708,-105.8328,2621.3,CO ,HARBISON MEADOW COLORADO
USR0000CSMI,32.685,-116.9736,129.5,CA ,SAN MIGUEL CALIFORNIA
USR0000CSNL,37.1822,-120.7939,19.8,CA ,SAN LUIS NWR CALIFORNIA
USR0000CSOD,39.56,-105.9864,2926.1,CO ,SODA CREEK COLORADO
USR0000CTAY,38.9078,-106.6017,3173.0,CO ,TAYLOR PARK COLORADO
USR0000CTHO,39.8644,-122.6097,317.0,CA ,THOMES CREEK CALIFORNIA
USR0000CTOM,37.3761,-119.1783,2748.7,CA ,MOUNT TOM CALIFORNIA
USR0000CTRI,40.7864,-122.8045,1008.3,CA ,TRINITY CAMP CALIFORNIA
USR0000CTRM,36.9111,-119.305,469.4,CA ,TRIMMER CALIFORNIA
USR0000CVAY,34.4456,-117.8511,1152.1,CA ,VALYERMO CALIFORNIA
USR0000CWEE,41.4789,-122.4539,893.1,CA ,WEED AIRPORT CALIFORNIA
USR0000CWES,40.3067,-120.9,1767.8,CA ,WESTWOOD CALIFORNIA
USR0000CWSC,38.0039,-105.0564,2804.2,CO ,WILLIS CREEK COLORADO
USR0000CYUC,34.1233,-116.4078,993.6,CA ,YUCCA VALLEY CALIFORNIA
USR0000FBLO,30.5872,-84.9886,30.5,FL ,BLOXHAM FLORIDA
USR0000FLSU,29.3731,-83.0344,4.6,FL ,LOWER SUWANNEE FLORIDA
USR0000FMER,28.6408,-80.7308,9.1,FL ,MERRITT ISLAND FLORIDA
USR0000FOLU,30.2,-82.4,45.7,FL ,OLUSTEE FLORIDA
USR0000FSAN,30.23,-84.68,22.6,FL ,SANBORN FLORIDA
USR0000FSUM,30.0175,-84.9842,18.3,FL ,SUMATRA FLORIDA
USR0000FWIL,30.1694,-84.9344,15.2,FL ,WILMA FLORIDA
USR0000HHON,20.5089,-156.6817,21.3,HI ,HONOKANAI'A HAWAII
USR0000HKAN,20.5222,-156.5658,248.4,HI ,KANELOA HAWAII
USR0000HKAU,20.6842,-156.1519,1228.3,HI ,KAUPO GAP HAWAII
USR0000HKII,21.6883,-157.9525,1.5,HI ,KII HAWAII
USR0000IBEA,44.385,-115.55,2042.2,ID ,BEARSKIN CREEK IDAHO
USR0000IBIO,38.9253,-85.3625,274.3,IN ,BIG OAKS INDIANA
USR0000IBNR,37.2486,-89.3783,213.4,IL ,BEAN RIDGE ILLINOIS
USR0000IBOF,48.6756,-116.3361,536.4,ID ,BONNERS FERRY IDAHO
USR0000IBRA,42.3497,-116.69,1493.5,ID ,BRACE FLAT IDAHO
USR0000IDES,41.5333,-96.0833,223.1,IA ,DESOTO IOWA
USR0000IDIA,42.8667,-111.2167,2286.0,ID ,DIAMOND FLAT IDAHO
USR0000IFEN,46.1,-115.5347,463.3,ID ,FENN IDAHO
USR0000IFIS,47.1292,-115.875,1432.6,ID ,FISH HOOK IDAHO
USR0000IFLI,42.0792,-112.1833,1585.0,ID ,FLINT CREEK IDAHO
USR0000IGRA,42.5372,-111.8547,1892.8,ID ,GRACE IDAHO
USR0000IHPK,43.9481,-114.7561,2560.3,ID ,HORTON PEAK IDAHO
USR0000IHSB,42.4172,-115.2278,1524.0,ID ,HORSE BUTTE IDAHO
USR0000ILIT,44.0911,-115.8806,1389.9,ID ,LITTLE ANDERSON IDAHO
USR0000ILOD,45.3786,-115.1872,1859.3,ID ,LODGEPOLE IDAHO
USR0000IMOL,42.0431,-113.1528,1950.7,ID ,MOBURG CANYON IDAHO
USR0000INEA,41.5667,-93.2583,273.7,IA ,NEAL SMITH IOWA
USR0000INUC,47.5083,-115.9461,1268.0,ID ,NUCKOLS IDAHO
USR0000IPCN,42.8944,-111.8406,2042.2,ID ,POLE CANYON IDAHO
USR0000IPIN,44.25,-116.18,1341.1,ID ,PINE CREEK IDAHO
USR0000IPOT,46.9833,-116.9833,762.0,ID ,POTLATCH IDAHO
USR0000IPOW,46.5122,-114.6881,1039.1,ID ,POWELL IDAHO
USR0000IPRL,48.575,-116.9636,792.5,ID ,PRIEST LAKE IDAHO
USR0000ISKI,44.9436,-116.1878,1676.4,ID ,SKI HILL IDAHO
USR0000ISLA,45.6333,-116.2833,477.9,ID ,SLATE CREEK IDAHO
USR0000ISNA,45.0997,-116.7369,1249.7,ID ,SNAKE RIVER IDAHO
USR0000ISPA,42.0181,-116.2128,1630.7,ID ,SHO-PAI IDAHO
USR0000ITEA,44.9044,-115.7375,1570.3,ID ,TEA POT IDAHO
USR0000ITOW,43.9333,-115.9167,1371.6,ID ,TOWN CREEK IDAHO
USR0000ITRI,42.8286,-116.5886,1606.3,ID ,TRIANGLE IDAHO
USR0000IWEI,44.8475,-116.4267,1676.4,ID ,WEISER RIVER IDAHO
USR0000KCRI,38.7692,-84.6019,285.0,KY ,CRITTENDEN KENTUCKY
USR0000LBBR,30.3167,-89.9333,3.4,LA ,BIG BRANCH NWR LOUISIANA
USR0000LCAT,31.5022,-92.4617,70.1,LA ,CATAHOULA - FTS LOUISIANA
USR0000MAGA,48.5,-95.87,280.4,MN ,AGASSIZ MINNESOTA
USR0000MASS,38.0667,-75.2014,3.7,MD ,ASSATEAGUE ISLAND MARYLAND
USR0000MBAP,45.6481,-106.5008,1322.8,MT ,BADGER PEAK MONTANA
USR0000MBEM,47.5033,-94.9281,419.7,MN ,BEMIDJI MINNESOTA
USR0000MBIE,32.355,-89.4692,147.8,MS ,BIENVILLE MISSISSIPPI
USR0000MBIG,45.0733,-107.8886,2218.9,MT ,BIGHORN MOUNTAIN MONTANA
USR0000MBLA,38.4167,-76.0,426.7,MD ,BLACKWATER MARYLAND
USR0000MBOO,48.1333,-114.7167,1207.9,MT ,BOORMAN MONTANA
USR0000MBUD,31.4106,-90.8467,136.2,MS ,BUDE MISSISSIPPI
USR0000MCAN,46.4847,-104.0658,893.1,MT ,CANNONBALL CREEK MONTANA
USR0000MCAP,41.975,-70.0253,45.7,MA ,CAPE COD MASSACHUSETTS
USR0000MCCO,39.6339,-109.2658,2133.6,UT ,MCCOOK RIDGE
USR0000MCLK,47.3778,-94.615,396.2,MN ,CASS LAKE MINNESOTA
USR0000MCOP,31.9497,-90.3806,45.7,MS ,COPIAH MISSISSIPPI
USR0000MDET,46.8489,-95.8464,422.1,MN ,DETROIT LAKES MINNESOTA
USR0000MDPC,48.3556,-113.1139,1627.6,MT ,DEEP CREEK BFA MONTANA
USR0000MEFF,47.7794,-93.6461,408.4,MN ,EFFIE MINNESOTA
USR0000MENN,45.35,-111.7344,1505.4,MT ,ENNIS MONTANA
USR0000MFER,47.9461,-91.4947,518.2,MN ,FERNBERG MINNESOTA
USR0000MFIS,45.4581,-109.5714,1386.8,MT ,FISHTAIL MONTANA
USR0000MFOR,48.3042,-108.7189,812.3,MT ,FORT BELKNAP MONTANA
USR0000MFRE,45.33,-112.9128,2262.2,MT ,FRENCH CREEK MONTANA
USR0000MGIR,46.1928,-113.9203,2118.4,MT ,GIRD POINT MONTANA
USR0000MHIB,47.3919,-92.8347,411.5,MN ,HIBBING MINNESOTA
USR0000MHOT,47.6156,-114.6694,902.2,MT ,HOT SPRINGS MONTANA
USR0000MKNO,46.3117,-105.0222,1011.9,MT ,KNOWLTON MONTANA
USR0000MLNC,46.9681,-112.6353,1401.2,MT ,LINCOLN MONTANA
USR0000MLTF,45.9514,-94.3444,350.5,MN ,LITTLE FALLS MINNESOTA
USR0000MMAR,31.2114,-89.9225,115.8,MS ,MARION MISSISSIPPI
USR0000MMIS,46.85,-114.05,975.4,MT ,MISSOULA FTS MONTANA
USR0000MPHL,46.3167,-113.3,1609.3,MT ,PHILIPSBURG MONTANA
USR0000MPLN,47.45,-114.8667,731.5,MT ,PLAINS MONTANA
USR0000MPOI,47.0411,-113.9792,2414.0,MT ,POINT 6 MONTANA
USR0000MPOP,48.1269,-105.0731,738.5,MT ,POPLAR MONTANA
USR0000MPRY,45.3375,-108.4908,1885.5,MT ,PRYOR MOUNTAIN MONTANA
USR0000MRCA,43.3472,-70.5475,6.1,ME ,RACHEL CARSON MAINE
USR0000MSAN,30.4528,-88.6617,7.6,MS ,SANDHILL CRANE MISSISSIPPI
USR0000MSIN,37.5014,-91.2594,406.3,MO ,SINKIN MISSOURI
USR0000MSTE,46.5131,-114.0911,1025.7,MT ,STEVI MONTANA
USR0000MSTI,46.8536,-113.3939,1649.0,MT ,STINKWATER CREEK MONTANA
USR0000MSTM,48.7375,-113.4305,1389.9,MT ,ST. MARY MONTANA
USR0000MSTR,47.3108,-115.1097,816.9,MT ,ST. REGIS MONTANA
USR0000MTHO,47.5806,-115.285,749.8,MT ,THOMPSON FALLS AP MONTANA
USR0000MTIM,45.1569,-109.3606,1950.7,MT ,TIMBERCREST MONTANA
USR0000MWAU,31.5242,-88.8889,95.1,MS ,WAUSAU MISSISSIPPI
USR0000MWDO,47.9117,-89.1547,213.4,MI ,WINDIGO MICHIGAN
USR0000MWEG,48.5106,-113.9942,975.4,MT ,WEST GLACIER MONTANA
USR0000MWHH,45.8833,-112.15,1328.9,MT ,WHITEHALL MONTANA
USR0000MWIN,34.6203,-89.3142,152.4,MS ,WINBORN MISSISSIPPI
USR0000MWOL,45.3131,-107.1719,1590.1,MT ,WOLF MOUNTAIN MONTANA
USR0000MYEL,45.1672,-111.3508,2804.2,MT ,YELLOW MULE MONTANA
USR0000NALL,39.7369,-115.5181,1999.5,NV ,ALLIGATOR RIDGE NEVADA
USR0000NCAS,36.3856,-79.2919,176.8,NC ,CASWELL GAME LANDS N. CAROLINA
USR0000NCED,39.7569,-114.1658,2190.0,NV ,CEDAR PASS NEVADA
USR0000NCYW,38.2833,-114.7583,1743.5,NV ,COYOTE WASH NEVADA
USR0000NDEV,47.9853,-98.9075,466.3,ND ,DEVILS LAKE NORTH DAKOTA
USR0000NDUK,35.9667,-79.0917,172.2,NC ,DUKE FOREST NORTH CAROLINA
USR0000NGAN,42.1,-77.1,335.3,NY ,GANG MILLS NEW YORK
USR0000NGRC,36.0175,-76.8917,12.8,NC ,GREENS CROSS NORTH CAROLINA
USR0000NJCL,48.37,-100.43,381.0,ND ,J. CLARK SALYER NORTH DAKOTA
USR0000NKAN,37.2506,-114.7075,1399.0,NV ,KANE SPRINGS NEVADA
USR0000NLIT,39.2444,-119.8808,1923.3,NV ,LITTLE VALLEY NEVADA
USR0000NRUB,40.1731,-115.4855,1819.7,NV ,RUBY LAKE NWR NEVADA
USR0000NSCH,43.8,-73.7,249.9,NY ,SCHROON LAKE NEW YORK
USR0000NSCK,46.5456,-103.5183,823.0,ND ,SAND CREEK NORTH DAKOTA
USR0000NSHY,46.4658,-97.3161,326.1,ND ,SHEYENNE NORTH DAKOTA
USR0000NSND,34.6119,-77.4875,12.2,NC ,SANDY RUN NORTH CAROLINA
USR0000NSTO,41.5,-73.9,61.0,NY ,STONYKILL NEW YORK
USR0000NSUN,34.0028,-77.9581,9.1,NC ,SUNNY POINT NORTH CAROLINA
USR0000NUWH,35.3667,-79.8667,164.6,NC ,UWHARRIE (TROY) NORTH CAROLINA
USR0000NVAL,42.4839,-100.5231,892.1,NE ,VALENTINE NEBRASKA
USR0000NWAT,47.7803,-103.2867,659.9,ND ,WATFORD CITY NORTH DAKOTA
USR0000OBAD,44.03,-120.4,1731.3,OR ,BADGER CREEK OREGON
USR0000OBAL,43.5556,-118.4042,1670.3,OR ,BALD MOUNTAIN OREGON
USR0000OBAS,42.2547,-118.9792,1548.4,OR ,BASQUE HILLS OREGON
USR0000OBOH,44.6056,-120.6833,1255.8,OR ,BOARD HOLLOW OREGON
USR0000OBOU,44.7219,-122.0031,1088.1,OR ,BOULDER CREEK OREGON
USR0000OBRO,43.5611,-120.2486,1389.9,OR ,BROWNS WELL OREGON
USR0000OCAS,44.9711,-118.9297,1158.2,OR ,CASE OREGON
USR0000OCHI,42.5769,-121.8936,1347.2,OR ,CHILOQUIN OREGON
USR0000ODUN,43.9578,-124.1197,6.1,OR ,DUNES OREGON
USR0000OEDE,45.9267,-117.5883,1280.2,OR ,EDEN OREGON
USR0000OEMI,43.4675,-122.2175,1170.4,OR ,EMIGRANT OREGON
USR0000OFLA,44.8142,-117.7289,1202.4,OR ,FLAGSTAFF HILL OREGON
USR0000OFOS,42.9736,-119.2461,1524.0,OR ,FOSTER FLAT OREGON
USR0000OHEH,44.9661,-121.4908,804.7,OR ,HEHE 1 OREGON
USR0000OHOY,42.9764,-121.4219,1659.6,OR ,HOYT CREEK OREGON
USR0000OKEL,43.9014,-117.9858,1581.0,OR ,KELSAY BUTTE OREGON
USR0000OLAG,45.5528,-118.0119,944.9,OR ,LAGRANDE 1 OREGON
USR0000OLAV,43.93,-121.33,1418.8,OR ,LAVA BUTTE OREGON
USR0000OLMC,42.7081,-118.51,1548.4,OR ,LITTLE MCCOY CREEK OREGON
USR0000OMET,44.6275,-121.6147,1048.5,OR ,METOLUIS ARM OREGON
USR0000OMID,45.5833,-121.5833,792.5,OR ,MIDDLE MTN OREGON
USR0000OMLL,46.0228,-123.2711,332.2,OR ,MILLER OREGON
USR0000OMOO,42.8597,-118.6706,1859.3,OR ,MOON HILL OREGON
USR0000OMOR,44.5167,-117.2833,1097.3,OR ,MORGAN MOUNTAIN OREGON
USR0000OMTW,45.03,-121.6278,1152.1,OR ,MT. WILSON OREGON
USR0000OMTY,43.6389,-123.3258,609.6,OR ,MT. YONCALLA OREGON
USR0000OMUT,44.9258,-121.1944,1249.7,OR ,MUTTON MOUNTAIN OREGON
USR0000OONI,42.4544,-123.615,1352.7,OR ,ONION MOUNTAIN LOOKOUT OREGON
USR0000OPEB,44.2333,-121.9833,1085.1,OR ,PEBBLE OREGON
USR0000ORCK,44.925,-123.4694,609.6,OR ,ROCKHOUSE 1 OREGON
USR0000OROU,43.7639,-121.7167,1798.3,OR ,ROUND MOUNTAIN OREGON
USR0000OSAG,43.5097,-119.2925,1341.1,OR ,SAGE HEN OREGON
USR0000OSAL,44.0444,-120.6661,1728.2,OR ,SALT CREEK-PRINVILLE OREGON
USR0000OSEL,42.4075,-122.1914,1485.9,OR ,SELDOM CREEK OREGON
USR0000OSLI,44.4625,-120.2944,1737.4,OR ,SLIDE MOUNTAIN OREGON
USR0000OSTR,42.1894,-120.8464,1703.8,OR ,STRAWBERRY OREGON
USR0000OSUM,42.2322,-120.2456,1873.6,OR ,SUMMIT OREGON
USR0000OTIL,45.4569,-123.8031,6.7,OR ,TILLAMOOK OREGON
USR0000OTUM,44.0494,-121.4003,1219.2,OR ,TUMALO RIDGE OREGON
USR0000OWAG,43.34,-119.8814,1956.8,OR ,WAGONTIRE OREGON
USR0000OWAS,45.61,-121.33,714.8,OR ,WASCO BUTTE OREGON
USR0000OWIL,44.3325,-123.7164,457.2,OR ,WILKINSON RIDGE OREGON
USR0000OYEL,44.5922,-122.4278,938.8,OR ,YELLOWSTONE MOUNTAIN OREGON
USR0000PALL,41.4864,-79.1025,539.5,PA ,ALLEGHENY PENNSYLVANIA
USR0000RAYS,40.1178,-111.2747,2225.0,UT ,RAY'S VALLEY UTAH
USR0000RNIN,41.35,-71.65,12.2,RI ,NINIGRET RHODE ISLAND
USR0000SBEA,45.0572,-101.4767,698.0,SD ,BEAR CREEK SOUTH DAKOTA
USR0000SCAR,34.6619,-80.2742,120.1,SC ,CAROLINA SANDHILLS S. CAROLINA
USR0000SELK,43.5608,-103.4914,1252.7,SD ,WICA-ELK MOUNTAIN SOUTH DAKOTA
USR0000SFOP,44.1153,-100.3014,693.1,SD ,FORT PIERRE SOUTH DAKOTA
USR0000SMRU,43.875,-103.4583,1645.9,SD ,MT. RUSHMORE SOUTH DAKOTA
USR0000SNEM,44.1917,-103.5097,1415.5,SD ,NEMO SOUTH DAKOTA
USR0000SPNN,43.8822,-102.2042,942.4,SD ,PINNACLES SOUTH DAKOTA
USR0000SRED,43.4258,-103.7589,1415.5,SD ,RED CANYON SOUTH DAKOTA
USR0000SSAV,32.1,-81.0833,3.0,SC ,SAVANNAH NWR SOUTH CAROLINA
USR0000SSV2,33.2106,-81.5906,118.9,SC ,SAVRIV SOUTH CAROLINA
USR0000TANA,29.6692,-94.4383,1.5,TX ,ANAHUAC NWR TEXAS
USR0000TATT,29.6617,-96.2597,12.5,TX ,ATTWATER NWR TEXAS
USR0000TBEL,30.5661,-98.0389,315.5,TX ,BALCONES TEXAS
USR0000TFAL,26.5547,-99.1356,66.8,TX ,FALCON LAKE TEXAS
USR0000TLAG,26.2283,-97.3483,7.6,TX ,LAGUNA ATASCOSA TEXAS
USR0000TLRG,26.0839,-98.1369,27.4,TX ,SANTA ANA NWR TEXAS
USR0000TMCF,29.7,-94.1167,1.5,TX ,MCFADDEN TEXAS
USR0000TPAN,29.3167,-103.2,1143.0,TX ,PANTHER JUNCTION TEXAS
USR0000VASH,37.9864,-79.7594,786.4,VA ,LIME KILN VIRGINIA
USR0000VBAC,36.6833,-75.9333,365.8,VA ,BACK BAY VIRGINIA
USR0000VCRA,37.5222,-80.0797,385.9,VA ,CRAIG VALLEY VIRGINIA
USR0000VGDR,36.6128,-76.5542,9.1,VA ,GREAT DISMAL NWR VIRGINIA
USR0000VJAM,37.25,-77.25,15.2,VA ,JAMES RIVER VIRGINIA
USR0000WAND,42.4372,-108.9408,2475.0,WY ,ANDERSON RIDGE WYOMING
USR0000WBLA,47.4136,-124.1031,179.2,WA ,BLACK KNOB WASHINGTON
USR0000WBUR,44.7853,-107.5347,2360.1,WY ,BURGESS WYOMING
USR0000WCAM,42.3458,-107.5528,2249.4,WY ,CAMP CREEK WYOMING
USR0000WCNW,46.8814,-119.3242,260.6,WA ,COLUMBIA NWR WASHINGTON
USR0000WCOW,41.2708,-107.5819,2204.9,WY ,COW CREEK WYOMING
USR0000WCRA,44.8503,-109.6114,2015.3,WY ,CRANDALL WYOMING
USR0000WDEV,44.5817,-104.7194,1188.7,WY ,DEVILS TOWER WYOMING
USR0000WDOD,41.9675,-105.5194,2164.1,WY ,DODGE CREEK WYOMING
USR0000WDOU,47.62,-119.8983,771.1,WA ,DOUGLAS WASHINGTON
USR0000WEAG,44.4856,-109.8964,2286.0,WY ,EAGLE WYOMING
USR0000WECH,44.4667,-105.8461,1316.7,WY ,ECHETA WYOMING
USR0000WESC,47.0378,-117.9472,503.8,WA ,ESCURE WASHINGTON
USR0000WGLI,46.14,-90.0,472.4,WI ,GLIDDEN WISCONSIN
USS0003E03S,44.11,-103.98,2100.1,SD ,Blind Park
USS0003E05S,44.21,-103.79,1868.4,SD ,North Rapid Creek
USS0004E07S,44.49,-104.41,1801.4,WY ,Cole Canyon
USS0005G04S,42.44,-105.86,2552.7,WY ,Laprele Creek
USS0005G05S,42.28,-105.58,2407.9,WY ,Windy Peak
USS0005J04S,40.4,-105.85,2752.3,CO ,Phantom Valley
USS0005J05S,40.2,-105.6,2913.9,CO ,Wild Basin
USS0005J06S,40.81,-105.77,3115.1,CO ,Deadman Hill
USS0005J08S,40.03,-105.58,3139.4,CO ,University Camp
USS0005J10S,40.41,-105.82,3261.4,CO ,Lake Irene
USS0005J11S,40.58,-105.63,2859.0,CO ,Hourglass Lake
USS0005J12S,40.23,-105.92,2657.9,CO ,Stillwater Creek
USS0005J28S,40.89,-105.66,2718.8,CO ,Black Mountain
USS0005J39S,40.31,-105.64,2895.6,CO ,Bear Lake
USS0005J40S,40.43,-105.73,3261.4,CO ,Willow Park
USS0005J41S,39.94,-105.59,2956.6,CO ,Lake Eldora
USS0005K05S,39.67,-105.9,3474.7,CO ,Loveland Basin
USS0005K09S,39.65,-105.87,3383.3,CO ,Grizzly Peak
USS0005K14S,39.8,-105.78,3444.2,CO ,Berthoud Summit
USS0005K26S,39.57,-105.8,3340.6,CO ,Jackwhacker Gulch
USS0005K28S,39.44,-105.91,3230.9,CO ,Michigan Creek
USS0005K30S,39.87,-105.87,3398.5,CO ,Fool Creek
USS0005L12S,38.29,-105.85,3267.5,CO ,Hayden Pass
USS0005M07S,37.33,-105.07,3048.0,CO ,Apishapa
USS0005M08S,37.35,-105.23,3310.1,CO ,Trinchera
USS0005N13S,36.41,-105.33,2849.9,NM ,Palo
USS0005N14S,36.58,-105.46,3370.2,NM ,Taos Powderhorn
USS0005N16S,36.99,-105.26,3230.9,NM ,North Costilla
USS0005N18S,36.19,-105.56,2987.0,NM ,Gallegos Peak
USS0005N24S,36.07,-105.63,3250.4,NM ,Rio Santa Barbara
USS0005P04S,35.7,-105.81,2502.4,NM ,Elk Cabin
USS0005P09S,35.77,-105.78,3488.4,NM ,Santa Fe
USS0006E03S,44.26,-106.98,2548.1,WY ,Hansen Sawmill
USS0006H19S,41.33,-106.5,2572.5,WY ,South Brush Creek
USS0006H22S,41.0,-106.91,2728.0,WY ,Whiskey Park
USS0006H23S,41.46,-106.28,3063.2,WY ,Sand Lake
USS0006H24S,41.24,-106.23,2918.2,WY ,Cinnabar Park
USS0006H25S,41.07,-106.94,2717.3,WY ,Little Snake River
